Steps, Qw, Rg, Tc, Energy
3332000, 0.628369804280452, 10.5665373341744, 87, -33634.475230746
3336000, 0.635923863079634, 10.4730780084877, 72, -33319.9106393401
3340000, 0.576017754131812, 10.4465060351382, 70, -33016.2617384942
3344000, 0.441383047284852, 10.8430692962342, 73, -33053.6831340538
3348000, 0.509663590090757, 10.5675873488872, 68, -33458.1388354062
3352000, 0.446020228273888, 10.7074825869999, 71, -33179.7392282747
3356000, 0.384173919606698, 10.7291223118928, 72, -33315.3224933891
3360000, 0.371879330151047, 11.1606487558541, 64, -33517.590514832
3364000, 0.375969321299893, 10.9752643394454, 69, -33394.1655909929
3368000, 0.417528125450674, 10.7302283910074, 72, -33520.0195559435
3372000, 0.38489932578213, 10.9544970655297, 70, -32969.3228993244
3376000, 0.411512984798214, 10.6385659335816, 75, -32806.5165881596
3380000, 0.394534625383005, 10.9741290736079, 69, -33338.3187102227
3384000, 0.496739829160655, 10.7704122575399, 72, -33271.5911109298
3388000, 0.431887551405898, 10.48934381632, 74, -33271.4373751238
3392000, 0.408190275825853, 10.6861162796542, 69, -33431.8117382949
3396000, 0.38875700753972, 10.7025087021012, 71, -32963.5064334316
3400000, 0.42745276983383, 10.5843776606754, 69, -33009.8924899479
3404000, 0.449575544364802, 10.5483987165693, 69, -33233.3574608589
3408000, 0.416847642407711, 11.0694849127695, 65, -33254.3901190786
3412000, 0.396290851840386, 11.0085521073078, 66, -32811.1142699352
3416000, 0.442049191242697, 10.6629168148762, 72, -33126.3025191925
3420000, 0.400095925741959, 10.5749836806335, 73, -33442.3456511085
3424000, 0.360015228892268, 11.2195402305967, 71, -33297.2326547761
3428000, 0.44374614717656, 10.5392249025436, 72, -33488.8101619734
3432000, 0.443346024799067, 10.564501600481, 76, -32999.0636591414
3436000, 0.423248795347483, 10.6593235925142, 82, -33591.5978761408
3440000, 0.397923813421694, 10.8956462767867, 66, -33166.1991109242
3444000, 0.427435421924979, 10.7111265617801, 75, -33590.3342796042
3448000, 0.414173562366842, 10.7936743228011, 70, -33671.3864939371
3452000, 0.389564864325561, 10.8867324688028, 66, -33498.5034323661
3456000, 0.387310780734703, 10.7917794967228, 75, -33715.5783478842
3460000, 0.381725780742892, 11.02962791356, 69, -33653.0994355349
3464000, 0.377884096340688, 11.138474480952, 74, -33758.6804417999
3468000, 0.422047543006323, 10.6209626615512, 81, -33594.8640807063
3472000, 0.396383854290839, 10.759981476144, 70, -33479.0855973512
3476000, 0.364499760394808, 10.9004789073749, 77, -33314.359386092
3480000, 0.3811161359033, 10.9008713042076, 70, -33389.7191354845
3484000, 0.38059388321697, 10.6665619526874, 65, -33323.7156625101
3488000, 0.369804708848152, 10.9243029271462, 71, -33499.0192817471
3492000, 0.404248779125718, 10.9341068822295, 67, -33749.2385419174
3496000, 0.444745244468738, 10.4549703759756, 73, -33154.5650046819
3500000, 0.403542471599341, 10.9288991932837, 74, -33498.7024540785
3504000, 0.383667107427661, 10.8511089818065, 76, -33440.0977277927
3508000, 0.408994539618556, 10.6496308468317, 74, -33534.6949689227
3512000, 0.427315366871139, 10.6571256034765, 68, -33294.5651651759
3516000, 0.433327541081982, 10.432136402639, 79, -33018.6851915895
3520000, 0.463237827415855, 10.534839003526, 68, -33628.579033656
3524000, 0.437968632543784, 10.7158541709004, 66, -33493.1420587576
3528000, 0.380469449802791, 10.9972044138529, 66, -33462.320212881
3532000, 0.400156331695301, 10.799999810429, 76, -33435.8783881441
3536000, 0.426170853345122, 10.681991530247, 77, -33625.8197752654
3540000, 0.395776758519678, 11.0948952748168, 73, -33394.1520111
3544000, 0.44592385345895, 11.0585658828324, 76, -33592.6875207234
3548000, 0.364741335784222, 11.1673900243044, 67, -33523.8355251657
3552000, 0.419550965104964, 10.7734315868952, 67, -33425.3745424712
3556000, 0.398378526316324, 10.9343916149559, 69, -33364.6064773405
3560000, 0.409416998934387, 10.8509645072652, 74, -33716.9933512415
3564000, 0.430132876186065, 10.7605324728584, 74, -33010.4527339602
3568000, 0.395661407798843, 10.9113829398196, 72, -33212.8824009319
3572000, 0.393185112427218, 10.8251980999108, 71, -33404.2330069844
3576000, 0.460544875975159, 10.6152640576683, 70, -33370.505888451
3580000, 0.454011751600792, 10.4822085865961, 69, -33232.848130205
3584000, 0.457826030124514, 10.5540539379626, 69, -33364.7158871924
3588000, 0.462677064356219, 10.8090132792993, 70, -33129.9703166894
3592000, 0.501931103225066, 10.6045132602419, 66, -33168.091458926
3596000, 0.433423688026728, 10.66987998183, 73, -33512.5939005184
3600000, 0.468570666183333, 10.7166257460664, 66, -33703.6374331109
3604000, 0.430188093680512, 10.7278057982681, 67, -32793.1862088375
3608000, 0.384980685035088, 11.1336836349116, 63, -33227.7891578217
3612000, 0.438601932146285, 10.6245097218358, 70, -33317.6585273435
3616000, 0.386973556909584, 11.2251272217191, 69, -32950.0402716508
3620000, 0.431881744504188, 10.7333042928445, 66, -33467.4454520147
3624000, 0.435913856342949, 10.7626534123775, 75, -33217.6725217801
3628000, 0.405096783439045, 10.9255100438807, 66, -33386.2501217171
3632000, 0.407576180304389, 10.853356498621, 71, -33087.1348956883
3636000, 0.437518121661104, 10.7090912773328, 74, -33446.221192222
3640000, 0.414893940250796, 10.6828261845914, 73, -33389.508617748
3644000, 0.379721704362539, 10.9891629434881, 68, -33508.7192044211
3648000, 0.435042702554278, 10.7307263961515, 64, -33327.6356485592
3652000, 0.444401266171777, 10.6383295039557, 74, -33043.0911464327
3656000, 0.3901419558597, 10.650646152536, 76, -33308.8482697621
3660000, 0.466683700966947, 10.4549795121224, 74, -33516.2263108409
3664000, 0.41976539438044, 10.766072135039, 75, -32968.8768814635
3668000, 0.39839177809288, 10.66340686017, 64, -33068.6043872953
3672000, 0.446173517254647, 10.5682987671821, 65, -33883.2980056471
3676000, 0.416810996948448, 10.7766905922082, 62, -33202.4860796283
3680000, 0.437807234517375, 10.6491706369908, 71, -33402.0908731692
3684000, 0.425917652046246, 10.674021748862, 74, -33335.6050128816
3688000, 0.376604486791394, 11.0891764001629, 68, -33390.892076225
3692000, 0.44379193514565, 10.5950346295012, 72, -33269.4971828058
3696000, 0.401058339833795, 10.7152312755507, 76, -33612.033837739
3700000, 0.400355224530631, 10.6345167325448, 77, -33474.0527086615
3704000, 0.416410769135346, 10.6812579817673, 73, -33595.9581537345
3708000, 0.413930889563401, 10.7163260804992, 69, -33533.287583723
3712000, 0.419370582260986, 10.6041227669694, 73, -33249.8220919732
3716000, 0.428730725970398, 10.5163857860629, 73, -33205.9305533751
3720000, 0.404573698865774, 10.7624580682397, 70, -33567.5106239123
3724000, 0.388850924857855, 10.9653266315455, 66, -33444.1919210419
3728000, 0.427625111803169, 10.6402208895489, 68, -33190.6679957819
3732000, 0.386186308052742, 10.8997524822667, 68, -33603.6297317561
3736000, 0.3716747503576, 11.1124984338766, 72, -33499.6279379324
3740000, 0.399819599782064, 10.8714661472804, 72, -33476.142987532
3744000, 0.421069295592752, 10.584019944373, 78, -33314.3670779355
3748000, 0.44206002659142, 10.512299961959, 80, -33688.0603826394
3752000, 0.38396384816733, 10.6997689507848, 69, -33391.9479837644
3756000, 0.438650410518657, 10.5253895138622, 71, -33487.7450571425
3760000, 0.485590496659433, 10.4449911309462, 74, -33231.0615268489
3764000, 0.391782848458988, 10.9295904325644, 63, -33763.1013934192
3768000, 0.452389229456357, 10.6176895241635, 71, -33132.7183587294
3772000, 0.391836052924574, 10.8067486505034, 69, -33354.6323554756
3776000, 0.462170468830754, 10.5263333338261, 76, -33640.5648344632
3780000, 0.410399371528379, 10.7723206419883, 75, -33853.6822649513
3784000, 0.450195875098004, 10.3622863272706, 78, -33666.6369861632
3788000, 0.440511122359878, 10.4028125994732, 80, -33205.0736658741
3792000, 0.45099859139386, 10.6323275262003, 76, -33564.1190773012
